task,tpr_ci,tnr_ci,abstain_rate_ci,tpr_entropy,tnr_entropy,abstain_rate_entropy
new_acutemi,,,,0.4216216216216216,0.7708929138862408,0.0065593321407274
new_acutemi,,,,0.2866666666666667,0.8351118760757315,0.0891472868217054
new_celiac,,,,0.171875,0.8397171479080731,0.0
new_celiac,,,,0.171875,0.8397171479080731,0.0
new_celiac,,,,0.171875,0.8397171479080731,0.0
new_celiac,,,,0.171875,0.8397171479080731,0.0
new_celiac,,,,0.171875,0.8399646330680813,0.0002891844997108
new_celiac,,,,0.171875,0.8441943127962085,0.0052053209947946
new_hyperlipidemia,,,,0.4922480620155038,0.7195909580193757,0.0
new_hyperlipidemia,,,,0.4862745098039215,0.7242686890574215,0.0070888468809073
new_hyperlipidemia,,,,0.4401709401709401,0.7622576966932725,0.0604914933837429
new_hyperlipidemia,,,,0.3027027027027027,0.8644951140065147,0.1871455576559546
new_hyperlipidemia,,,,0.1739130434782608,0.9558011049723756,0.3360113421550095
new_hyperlipidemia,,,,0.0897435897435897,0.9910213243546576,0.5420604914933838
new_hypertension,,,,0.5798319327731093,0.7449494949494949,0.0
new_hypertension,,,,0.5798319327731093,0.7449494949494949,0.0
new_hypertension,,,,0.5798319327731093,0.7449494949494949,0.0
new_hypertension,,,,0.5798319327731093,0.7449494949494949,0.0
new_hypertension,,,,0.5614035087719298,0.7544757033248082,0.0164654226125137
new_hypertension,,,,0.291970802919708,0.9223928860145514,0.2458836443468716
new_lupus,,,,0.3733333333333333,0.8586603717910888,0.0
new_lupus,,,,0.3733333333333333,0.8586603717910888,0.0
new_lupus,,,,0.3648648648648648,0.8586603717910888,0.0002886836027713
new_lupus,,,,0.3648648648648648,0.8586603717910888,0.0002886836027713
new_lupus,,,,0.3561643835616438,0.8586603717910888,0.0005773672055426
new_lupus,,,,0.3188405797101449,0.8668453976764968,0.0109699769053117
new_pancan,,,,0.5925925925925926,0.8648075174295241,0.0
new_pancan,,,,0.5925925925925926,0.8648075174295241,0.0
new_pancan,,,,0.5864661654135338,0.8648075174295241,0.0005824111822947
new_pancan,,,,0.5669291338582677,0.8661202185792349,0.0037856726849155
new_pancan,,,,0.4761904761904761,0.874885004599816,0.0198019801980198
new_pancan,,,,0.3125,0.91062879029684,0.0643564356435643
