task,tpr_ci,tnr_ci,abstain_rate_ci,tpr_entropy,tnr_entropy,abstain_rate_entropy
lab_thrombocytopenia,0.6576951197221714,0.9067465429872026,0.1417574564647769,0.5959081288704241,0.973538544619954,0.3757506613342025
lab_thrombocytopenia,0.6632824904970408,0.913703892873798,0.174880583729298,0.6036789297658863,0.9800498004980048,0.4471496809297544
lab_thrombocytopenia,0.6713882473697717,0.922069173770644,0.2159773328485638,0.6210712183637433,0.9851869924366526,0.5337938643230571
lab_thrombocytopenia,0.6822350059805206,0.932116642532581,0.277722753657711,0.6590544157002676,0.988472487982452,0.661095996890789
lab_thrombocytopenia,0.6946531430002504,0.9400810368422464,0.3325351353384401,,,
new_acutemi,0.328042328042328,0.8183254344391785,0.0,0.4656084656084656,0.758609794628752,0.0
new_acutemi,0.3024691358024691,0.8629283489096573,0.090339892665474,0.4656084656084656,0.758609794628752,0.0
new_acutemi,0.3051948051948052,0.8718039772727273,0.1144901610017889,0.4656084656084656,0.758609794628752,0.0
new_acutemi,0.3172413793103448,0.8761451080982045,0.1431127012522361,0.4656084656084656,0.758609794628752,0.0
new_acutemi,0.3120567375886525,0.8820826952526799,0.1791890280262373,0.4569892473118279,0.7610142630744849,0.003875968992248
new_acutemi,0.2945736434108527,0.8879770209273697,0.234943351222421,0.3441558441558441,0.8172226004084411,0.0781156827668455
new_acutemi,0.2905982905982906,0.8941072219760744,0.2921884317233154,,,
new_celiac,0.109375,0.9457866823806718,0.0,0.171875,0.8400117855038303,0.0
new_celiac,0.0806451612903225,0.9646772228989038,0.0323886639676113,0.171875,0.8400117855038303,0.0
new_celiac,0.0806451612903225,0.9677121771217712,0.0416425679583574,0.171875,0.8400117855038303,0.0
new_celiac,0.0806451612903225,0.9713663243075008,0.0529207634470792,0.171875,0.8400117855038303,0.0
new_celiac,0.0806451612903225,0.9756867698137038,0.0662232504337767,0.171875,0.8402593575007368,0.0002891844997108
new_celiac,0.0666666666666666,0.9822408782692928,0.0870445344129554,0.171875,0.8422451994091581,0.0026026604973973
new_celiac,0.0677966101694915,0.9840796019900496,0.1110468478889531,,,
new_hyperlipidemia,0.5775193798449613,0.6663078579117331,0.0,0.5271317829457365,0.7174381054897739,0.0
new_hyperlipidemia,0.5594713656387665,0.7092511013215859,0.1417769376181474,0.5271317829457365,0.7174381054897739,0.0
new_hyperlipidemia,0.5630630630630631,0.7136333985649054,0.1706049149338374,0.5234375,0.7201512695840087,0.0042533081285444
new_hyperlipidemia,0.5518867924528302,0.7169294037011652,0.2103024574669187,0.4830508474576271,0.7552407932011331,0.0543478260869565
new_hyperlipidemia,0.5477386934673367,0.7218591140159768,0.2551984877126654,0.274390243902439,0.8747501665556295,0.2131379962192816
new_hyperlipidemia,0.5485714285714286,0.7282868525896414,0.3241965973534971,0.0824742268041237,0.9921722113502937,0.47117202268431
new_hyperlipidemia,0.5617283950617284,0.7289156626506024,0.3742911153119093,,,
new_hypertension,0.5588235294117647,0.7436868686868687,0.0,0.5630252100840336,0.7424242424242424,0.0
new_hypertension,0.5615763546798029,0.7809187279151943,0.1119648737650933,0.5630252100840336,0.7424242424242424,0.0
new_hypertension,0.5736040609137056,0.7871720116618076,0.1388583973655323,0.5630252100840336,0.7424242424242424,0.0
new_hypertension,0.5863874345549738,0.7975553857906799,0.1767288693743139,0.5630252100840336,0.7424242424242424,0.0
new_hypertension,0.6069364161849711,0.8,0.2162458836443468,0.5517241379310345,0.7495219885277247,0.0115257958287595
new_hypertension,0.6149068322981367,0.8003457216940363,0.2766190998902305,0.2941176470588235,0.9053728949478748,0.2409440175631174
new_hypertension,0.6274509803921569,0.8027397260273973,0.3150384193194292,,,
new_lupus,0.2,0.962820891118324,0.0,0.4,0.8772499262319268,0.0
new_lupus,0.1323529411764706,0.9802910855063676,0.0282909930715935,0.4,0.8772499262319268,0.0
new_lupus,0.1323529411764706,0.982322462663822,0.0331986143187066,0.3918918918918919,0.8772499262319268,0.0002886836027713
new_lupus,0.1343283582089552,0.9846342962507684,0.0412817551963048,0.3918918918918919,0.8772499262319268,0.0002886836027713
new_lupus,0.1363636363636363,0.9866501086619064,0.0510969976905311,0.3835616438356164,0.877508854781582,0.000866050808314
new_lupus,0.1269841269841269,0.9886578449905482,0.0655311778290993,0.3283582089552239,0.8814112066409724,0.0069284064665127
new_lupus,0.1129032258064516,0.9887964148527528,0.0802540415704388,,,
new_pancan,0.4518518518518518,0.9202788723855714,0.0,0.5777777777777777,0.8699605941194302,0.0
new_pancan,0.4273504273504273,0.9384035197988686,0.0393127548048922,0.5777777777777777,0.8699605941194302,0.0
new_pancan,0.4347826086956521,0.9420886075949368,0.0463016889924286,0.5777777777777777,0.8699605941194302,0.0
new_pancan,0.4375,0.9454953510740622,0.059114735002912,0.5581395348837209,0.870752427184466,0.0026208503203261
new_pancan,0.4485981308411215,0.9479166666666666,0.0742574257425742,0.495575221238938,0.8774075206358911,0.0145602795573674
new_pancan,0.4607843137254901,0.9538152610441768,0.1001747233546884,0.3522727272727273,0.9093789607097592,0.0553290623179965
new_pancan,0.4838709677419355,0.956417295813315,0.1243447874199184,,,
