task_name,n_train,n_val,n_test,e_v_threshold,n_keep,abstain_rate,roc_auc,accuracy,brier_score,ece,mce,precision,recall,f1_score,specificity,sensitivity,predictive_entropy_mean,aleatoric_entropy_mean,epistemic_uncertainty_mean
lab_hyperkalemia,89302,22326,88542,0.01,78967,0.10814076935239769,0.6572772830675524,0.8636898957792496,0.01365526477004878,0.004850767718437862,0.44673656595164335,0.02978558261375764,0.28664799253034545,0.05396378976973106,0.8716237033994043,0.28664799253034545,0.047783732,0.04552917,0.0022545592
lab_hyperkalemia,89302,22326,88542,0.02,85859,0.03030200356892776,0.6911650199418478,0.7984369722451927,0.01618119319916072,0.004461019488783519,0.4280474662780761,0.03618670240661966,0.44772891131939435,0.06696139745525125,0.8041954730561606,0.44772891131939435,0.06634904,0.06316027,0.0031887658
lab_hyperkalemia,89302,22326,88542,0.03,87760,0.008831966750242781,0.7111516500207102,0.7829876937101186,0.01766063973845746,0.005896365846980129,0.49823204676310223,0.04107648725212465,0.5054874112330536,0.07597884624714958,0.7879736924522392,0.5054874112330536,0.07421793,0.07057807,0.0036398652
lab_hyperkalemia,89302,22326,88542,0.04,88362,0.0020329335230737655,0.7223019080066528,0.7786152418460425,0.018391573716450896,0.00660512166595705,0.544055393763951,0.04414157851912124,0.5312117503059975,0.0815100009390553,0.7832764505119454,0.5312117503059975,0.07731249,0.07346636,0.0038461203
lab_hyperkalemia,89302,22326,88542,0.05,88508,0.0003839985543583335,0.7243222047859238,0.7775342341935192,0.018607714662863133,0.006903087653857109,0.544055393763951,0.0447248864209995,0.5363196125907991,0.08256453266238002,0.782122133185963,0.5363196125907991,0.07815109,0.0742395,0.0039116004
lab_hyperkalemia,89302,22326,88542,0.06,88534,9.03526010255229e-05,0.7249914416075686,0.7773623692592676,0.01864838039336311,0.006946673300638594,0.544055393763951,0.044918330308529944,0.5377187688593844,0.08291071511654957,0.7819330777996478,0.5377187688593844,0.07830848,0.07438237,0.003926088
lab_hyponatremia,95033,23759,94045,0.01,13135,0.8603328193949705,0.8279390827947551,0.931252379139703,0.0610487796953555,0.04039949884331177,0.38519299030303955,0.8121442125237192,0.5483664317745035,0.6546845124282983,0.9828926905132193,0.5483664317745035,0.111930214,0.10642732,0.0055028945
lab_hyponatremia,95033,23759,94045,0.02,29663,0.684587165718539,0.8128909745218844,0.8862556046252907,0.09752632792263757,0.05076556239025072,0.23520266423459912,0.7275766016713092,0.5215654952076677,0.6075831588741568,0.9603325897383898,0.5215654952076677,0.20988272,0.19901732,0.010865401
lab_hyponatremia,95033,23759,94045,0.03,49090,0.47801584347918546,0.7985728637148032,0.8173966184558973,0.13295919400530265,0.061705377966887985,0.22911311323924732,0.5813815594426327,0.5544246536612949,0.5675832127351664,0.8899139790535097,0.5544246536612949,0.3118774,0.29534185,0.016535519
lab_hyponatremia,95033,23759,94045,0.04,68861,0.2677866978574087,0.779108113673745,0.7531258622442312,0.15639991813114557,0.0700976994331198,0.22413055144988736,0.5015558427880703,0.6139466744799297,0.5520893713442588,0.7989806162638041,0.6139466744799297,0.38597086,0.36417818,0.021792682
lab_hyponatremia,95033,23759,94045,0.05,82885,0.1186665957786166,0.765308363491592,0.714061651686071,0.16871915892345637,0.07364242525176071,0.21855366389523856,0.4732499508873027,0.6550348953140578,0.5494981751824818,0.735477400154557,0.6550348953140578,0.42516896,0.3995287,0.025640272
lab_hyponatremia,95033,23759,94045,0.06,89830,0.04481896964219256,0.7591730893826729,0.6969943226093732,0.17375386237117468,0.07381058970764222,0.21211162202835465,0.4651311758480477,0.6757434756220918,0.5509971791953283,0.7050602779697458,0.6757434756220918,0.441706,0.41384542,0.02786056
new_hypertension,1553,389,1822,0.01,1383,0.24094401756311745,0.686459266946554,0.8452639190166306,0.08673483736346893,0.04857049691702951,0.4237442016601562,0.25316455696202533,0.29411764705882354,0.272108843537415,0.9053728949478749,0.29411764705882354,0.19376981,0.18925904,0.0045107636
new_hypertension,1553,389,1822,0.02,1801,0.011525795828759566,0.7159787696973693,0.7240421987784564,0.10745180628900301,0.051363357764227666,0.3719358444213867,0.2456813819577735,0.5517241379310345,0.3399734395750332,0.7495219885277247,0.5517241379310345,0.2731995,0.26666126,0.006538242
new_hypertension,1553,389,1822,0.03,1822,0.0,0.7176889695272048,0.7189901207464325,0.10843177345687417,0.051854745485910854,0.3719358444213867,0.24723247232472326,0.5630252100840336,0.3435897435897436,0.7424242424242424,0.5630252100840336,0.27747178,0.27075428,0.0067175305
new_hypertension,1553,389,1822,0.04,1822,0.0,0.7176889695272048,0.7189901207464325,0.10843177345687417,0.051854745485910854,0.3719358444213867,0.24723247232472326,0.5630252100840336,0.3435897435897436,0.7424242424242424,0.5630252100840336,0.27747178,0.27075428,0.0067175305
new_hypertension,1553,389,1822,0.05,1822,0.0,0.7176889695272048,0.7189901207464325,0.10843177345687417,0.051854745485910854,0.3719358444213867,0.24723247232472326,0.5630252100840336,0.3435897435897436,0.7424242424242424,0.5630252100840336,0.27747178,0.27075428,0.0067175305
new_hypertension,1553,389,1822,0.06,1822,0.0,0.7176889695272048,0.7189901207464325,0.10843177345687417,0.051854745485910854,0.3719358444213867,0.24723247232472326,0.5630252100840336,0.3435897435897436,0.7424242424242424,0.5630252100840336,0.27747178,0.27075428,0.0067175305
lab_hypoglycemia,150161,37541,130462,0.01,127918,0.019499931014394956,0.7504483730037018,0.8154911740333651,0.011496508660890725,0.005419477549906763,0.45613472740929406,0.03245161835544663,0.5217391304347826,0.06110271302410693,0.8189108394097085,0.5217391304347826,0.035177037,0.033817634,0.0013593943
lab_hypoglycemia,150161,37541,130462,0.02,130125,0.002583127654029571,0.7666628731838702,0.8030509125840538,0.012583656320668815,0.005542981055238635,0.4228972787932148,0.036679163606848836,0.574107683000605,0.06895298990045774,0.805996637399589,0.574107683000605,0.04014658,0.03858476,0.0015618238
lab_hypoglycemia,150161,37541,130462,0.03,130430,0.0002452821511245151,0.7712990679369787,0.8015180556620409,0.012884577844384222,0.005753155938414428,0.43208804130554196,0.037970815188326075,0.585394581861013,0.0713158272348974,0.8043687661187584,0.585394581861013,0.041243676,0.03963007,0.0016136041
