task_name,remove_rate,abstention_rate,n_remaining,tpr,tnr,fpr,fnr,method
lab_hyperkalemia,0.0,0.0,88542,0.5377187688593844,0.7818610807389077,0.21813891926109225,0.4622812311406156,entropy
lab_hyperkalemia,0.05,0.05001016466761532,84114,0.4052795031055901,0.8201772390312221,0.17982276096877792,0.59472049689441,entropy
lab_hyperkalemia,0.1,0.10000903526010252,79687,0.3058076225045372,0.8641852770885029,0.1358147229114971,0.6941923774954628,entropy
lab_hyperkalemia,0.2,0.20000677644507692,70833,0.11336515513126491,0.9509679262804486,0.04903207371955139,0.8866348448687351,entropy
lab_hyperkalemia,0.3,0.3000045176300513,61979,0.025185185185185185,0.991289312279786,0.008710687720214015,0.9748148148148148,entropy
lab_hyperkalemia,0.4,0.4000022588150256,53125,0.009505703422053232,0.9974334112815832,0.0025665887184167,0.9904942965779467,entropy
lab_hyperkalemia,0.5,0.5,44271,0.01256281407035176,0.997538349326465,0.0024616506735349757,0.9874371859296482,entropy
lab_hyponatremia,0.0,0.0,94045,0.6889961243255567,0.6857088015119523,0.3142911984880476,0.3110038756744433,entropy
lab_hyponatremia,0.05,0.05000797490563025,89342,0.6741178870079543,0.7070510743980132,0.2929489256019868,0.32588211299204567,entropy
lab_hyponatremia,0.1,0.10000531660375356,84640,0.6602527409625292,0.7277688966397003,0.2722311033602997,0.33974725903747083,entropy
lab_hyponatremia,0.2,0.19999999999999996,75236,0.632254724307533,0.7701579013250835,0.2298420986749164,0.367745275692467,entropy
lab_hyponatremia,0.3,0.3000053166037535,65831,0.6051317268073417,0.8127797964386807,0.18722020356131933,0.39486827319265827,entropy
lab_hyponatremia,0.4,0.4,56427,0.5742090570719603,0.8557120213181411,0.1442879786818589,0.4257909429280397,entropy
lab_hyponatremia,0.5,0.5000053166037535,47022,0.5488857659104598,0.8986238532110091,0.10137614678899083,0.45111423408954027,entropy
new_hypertension,0.0,0.0,1822,0.5630252100840336,0.7424242424242424,0.25757575757575757,0.4369747899159664,entropy
new_hypertension,0.05,0.05049396267837536,1730,0.5229357798165137,0.7771164021164021,0.22288359788359788,0.47706422018348627,entropy
new_hypertension,0.1,0.10043907793633366,1639,0.46938775510204084,0.8115038115038115,0.1884961884961885,0.5306122448979592,entropy
new_hypertension,0.2,0.20032930845225028,1457,0.35294117647058826,0.8819018404907976,0.11809815950920245,0.6470588235294118,entropy
new_hypertension,0.3,0.3002195389681669,1275,0.22413793103448276,0.9387402933563417,0.061259706643658325,0.7758620689655172,entropy
new_hypertension,0.4,0.4001097694840834,1093,0.1411764705882353,0.9751984126984127,0.0248015873015873,0.8588235294117647,entropy
new_hypertension,0.5,0.5,911,0.11290322580645161,0.9929328621908127,0.007067137809187279,0.8870967741935484,entropy
lab_hypoglycemia,0.0,0.0,130462,0.5868544600938967,0.8042063405768962,0.1957936594231038,0.4131455399061033,entropy
lab_hypoglycemia,0.05,0.050006898560500335,123938,0.44654088050314467,0.8441458920972397,0.15585410790276033,0.5534591194968553,entropy
lab_hypoglycemia,0.1,0.10000613205377806,117415,0.32983794089609153,0.8896584913118952,0.11034150868810477,0.6701620591039085,entropy
lab_hypoglycemia,0.2,0.20000459904033363,104369,0.08,0.9745860831307167,0.025413916869283317,0.92,entropy
